restaurant_id,name,direction,phone,website,type_food,special_diets,price_range,trip_rating,no_reviews,service_rating,food_rating,value_rating
459,Fetiche,"Cankarjevo nabrezhje 25, Ljubljana 1000 Slovenia",+386 40 700 370,http://www.fetiche.si/,"Romana, Lazio, Central-Italian","Vegetarian Friendly, Gluten Free Options",€3 - €17,4.5,212,4,4.5,4
460,La Paloma Gelateria & Cafe,"200 Windflower Gate, Unit 1, Woodbridge, Vaughan, Ontario L4L 9L3 Canada",+1 905-851-5151,http://www.lapaloma.ca/,N.A,N.A,N.A,3.5,81,3.5,4,3.5
461,Osteria Mattarana,"Via Mattarana 38, 37132, Verona Italy",+39 045 892 0547,http://www.osteriamattarana.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€26 - €33,3.5,746,3.5,3.5,3
462,Thai Seangkan,"Via Silvestrini 7/B, 37135, Verona Italy",+39 327 059 9373,https://www.ristorantethailandeseseangkanverona.it/,"Thai, Asian, Seafood","Vegetarian Friendly, Gluten Free Options",N.A,4,112,4,4,3.5
463,Osteria Abazia,"Vicolo Abazia 1/A, 37123, Verona Italy",+39 333 254 4021,http://osteria-abazia-verona.jimdosite.com/,Italian,N.A,N.A,3,113,3,3.5,3
464,Trattoria da Ruggero,"Via Giovanni Scopoli 9, 37136, Verona Italy",+39 045 508808,http://www.ristorantidipesceverona.it/,"Italian, Seafood, Mediterranean",Gluten Free Options,N.A,4,257,3.5,4,3.5
465,Nuova Italia Ristorante,"18 N 4th St, Saint Charles, IL 60174-1818",+1 630-584-4040,http://www.nuovaitaliastcharles.com/,Italian,"Vegetarian Friendly, Gluten Free Options, Vegan Options",N.A,4,116,4.5,4.5,4.5
466,Fellini,"Avenida Montenegro Number 1323 Zona Sur ,Fruente dl Cafè Alexander, La Paz Bolivia",+591 2 2148425,http://www.facebook.com/Fellinipizzaygelato,N.A,N.A,N.A,4.5,249,4.5,4.5,4
467,Jukebox Cafe,"Via Mentana 3, 40126 Bologna Italy",+39 051 273832,http://www.facebook.com/jukeboxcafebologna/,"Bar, Italian, American","Vegetarian Friendly, Vegan Options",€10 - €15,4.5,422,4.5,4.5,4
468,OGGI - Officina Gelato Gusto Italiano,"Via Ugo Bassi 25, 40121 Bologna Italy",+39 051 031 4343,http://oggigelato.it/,N.A,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€2 - €20,4.5,281,4.5,4.5,4
469,Bellagio Étterem és Pizzeria,"Juhasz Gyula u. 15, Szombathely 9700 Hungary",+36 94 346 946,http://bellagioetterem.hu/,"Italian, Seafood, European, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",N.A,4.5,112,4.5,4.5,4.5
470,Bella Gelateria & Gelato,"1001 Cordova St W, Vancouver, British Columbia V6C 0B7 Canada",+1 604-569-1010,http://www.bellagelateria.com/,N.A,N.A,N.A,4.5,899,4,4.5,3.5
471,Nerocarbone Firenze,"Via del Parione 43/49r Incrocio con Via della Vigna Nuova, 50123, Florence Italy",+39 055 295439,http://www.nerocarbone.com/,"Italian, Tuscan, Central-Italian, Healthy, Wine Bar","Vegetarian Friendly, Gluten Free Options",€5 - €30,5,105,5,5,4.5
472,Giulietta & Romeo Pizzeria,"Calle Pinito del Oro n.3, 35650 El Cotillo, La Oliva, Fuerteventura Spain",+34 642 56 91 83,N.A,N.A,N.A,N.A,4.5,116,4.5,4.5,4
474,Bella Naples,"83 High Road, London E18 2QP England",+44 20 8616 4345,http://www.bellanaples.co.uk/,"Italian, Pizza, Mediterranean",Vegetarian Friendly,N.A,4,137,4,4,4
475,Ristorante Mino,"Via Milazzo 18, 00185 Rome Italy",+39 06 445 2754,http://www.ristoranteminoroma.com/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options",€15 - €40,4,326,4.5,4,4
476,Saporitalia,"271 Portobello Road, London W11 1LR England",+44 20 7243 3257,https://www.saporitaliarestaurant.co.uk/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,4,483,4,4.5,4
477,Zushi Japanese Restaurant,"Piazzale Torquato Fraccon 2 Borgo Berga, 36100 Vicenza Italy",+39 0444 543765,http://www.zushi.eu/,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €35,4,881,4.5,4.5,4
478,Caffetteria Torinese,"Piazza Grande 9, 33057, Palmanova Italy",+39 0432 920732,http://www.caffetteriatorinese.com/,"Italian, Cafe, Mediterranean, European, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,450,4,4.5,3.5
479,Dolce Gusto Ristorante Pizzeria,"Via Sottomonte 5, 37124, Verona Italy",+39 045 942474,http://www.dolcegustoverona.com/,"Italian, Pizza, Seafood, Barbecue, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €25,3.5,328,4,3.5,3.5
480,Osteria del Bugiardo,"Corso Vittorio Emanuele II 58, 37069, Villafranca di Verona Italy",+39 045 462 1392,http://www.buglioni.it/,"Italian, Mediterranean, Wine Bar",Vegetarian Friendly,N.A,4,386,4,4,3.5
481,La Rossa Filante - Pizzeria,"Via Stella 19A, 37121, Verona Italy",+39 045 242 5746,http://www.larossafilante.it/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",€2 - €4,4,84,4,4.5,4.5
482,Trattoria Caprini,"Via Paolo Zanotti 9, 37024, Negrar di Valpolicella Italy",+39 045 750 0511,http://www.trattoriacaprini.it/,Italian,"Vegetarian Friendly, Gluten Free Options",€13 - €33,4,687,4,4.5,4
483,Rosetta,"118 Harrington Street Grosvenor Place, Sydney, New South Wales 2000 Australia",+61 2 8099 7089,http://www.rosettarestaurant.com.au/sydney/home/,"Italian, Sicilian, Southern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4,307,4,4,4
484,Signorvino - Torino,"Via Giuseppe Luigi Lagrange 13, 10123 Turin Italy",+39 011 440 7490,https://www.signorvino.com/it/wine-store.html?utm_source=listings&utm_medium=organic&utm_campaign=local&utm_term=B013&y_source=1_MTQ4Njg4MDQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"Italian, Mediterranean, European, Wine Bar","Vegetarian Friendly, Gluten Free Options",€13 - €34,3.5,890,4,4,3.5
485,Franceschetta 58,"Via Vignolese 58, 41124, Modena Italy",+39 059 309 1008,http://www.franceschetta58.it/,"Italian, Mediterranean, European, Emilian, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,860,4,4,4
486,Ristorante Antica Trattoria Due Mori,"Via San Marco 11, 38122, Trento Italy",+39 0461 984251,http://www.ristoranteduemori.com/,"Italian, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€20 - €40,4,1812,4,4,4
487,Verona Restaurant,"630 Blackburn Rd, Clayton, Monash, Victoria 3168 Australia",+61 3 9561 4455,http://www.gatewayonmonash.com.au/,"Australian, Italian",N.A,€10 - €45,4,21,5,4.5,4.5
488,Villa Verone Ristorante,"416 Hamilton St, Geneva, IL 60134-2137",+1 630-232-2201,http://www.villaverone.net/,Italian,Vegetarian Friendly,€25 - €25,4,127,4.5,4,4
489,La Favorita,"356 Preston St O, Ottawa, Ontario K1S 4M7 Canada",+1 613-749-7490,http://lafavoritapreston.com/,"Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",€17 - €21,3.5,256,4,4,3.5
490,Gelateria Alaska,"Calle Larga dei Bari 1159 Santa Croce, 30135 Venice Italy",+39 041 715211,https://www.facebook.com/Gelateria-Alaska-1556332354655160/,N.A,N.A,N.A,3.5,433,4,4,4
491,Bella Venezia,"Sestiere Cannaregio 129, 30121 Venice Italy",+39 041 524 3862,http://www.ristorantebellavenezia.com/,Italian,N.A,N.A,1.5,802,2,2,1.5
492,Ristorante Pizzeria agli Eremitani,"Via Porciglia 29, 35121, Padua Italy",+39 049 875 4663,http://www.eremitani.info/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €50,3.5,673,3.5,3.5,3.5
493,Ristorante S Eufemia,"Via Francesco Emilei 22/B, 37121, Verona Italy",+39 045 800 6865,http://www.s.eufemia.it/,"Italian, Pizza, European",Vegetarian Friendly,N.A,3.5,102,3.5,4,3.5
494,Snack Bar Glateria Mokalux,"Via Cappello 5, 37121, Verona Italy",+39 045 894 9151,N.A,N.A,N.A,N.A,3,69,3.5,3.5,3
495,Tavernetta San Maurizio,"Calle Zaguri San Marco 2619, 30124 Venice Italy",+39 041 528 5240,https://www.facebook.com/silviamhedymauro,"Italian, Seafood, Mediterranean",N.A,€20 - €45,2.5,777,3,3,3
496,La Vecchia Enoteca,"Via San Martino E Solferino 32, 35122, Padua Italy",+39 393 144 2803,http://lavecchiaenoteca.com/,"Italian, Mediterranean, European",Vegetarian Friendly,€25 - €50,4,431,4,4,3.5
498,TEN Restaurant Verona,"Piazza Pradaval 2, 37122, Verona Italy",+39 045 591074,http://www.tenrestaurants.com/,"Italian, Pizza, Seafood, Mediterranean, European","Gluten Free Options, Vegetarian Friendly, Vegan Options",€10 - €30,3.5,511,3.5,3.5,3.5
499,Paolo Pizzeria con Cucina,"Via Camillo Cavour 13 Dentro la Corte Allaltezza Del Semaforo, 37062 Dossobuono, Villafranca di Verona Italy",+39 045 860 0042,http://www.pizzeriadapaolo.it/,N.A,N.A,N.A,4,648,4,4,3.5
500,Al Gatto e la Volpe,"Piazzetta Ottolini 2/A, 37121, Verona Italy",+39 349 511 8514,N.A,Italian,N.A,N.A,4.5,11,4,4.5,4.5
502,La Colonna Stuzzicheria,"Via San Pietro Incarnario 8a, 37121, Verona Italy",+39 045 468 1969,https://www.facebook.com/La-colonna-stuzzicheria-315651839020055/,"Italian, Bar, Cafe, Pub, Diner",N.A,N.A,4.5,19,5,4.5,4.5
503,Nizza Café,"Via Nizza 16, 37121, Verona Italy",+39 045 493 1817,https://www.facebook.com/nizzacafe/,"Italian, Cafe, Bar, Pub, Wine Bar",N.A,€3 - €10,5,13,5,4.5,5
504,trattoria Cà Persiane,"Localita Ca Persiane 1, 37010, Cavaion Veronese Italy",+39 045 723 6847,http://www.capersiane.com/,"Italian, Mediterranean, Barbecue",Vegetarian Friendly,N.A,4,555,4,4.5,4
505,Spacca Napoli,"ul. Swietokrzyska 30, Warsaw 00-116 Poland",+48 22 127 93 99,http://www.spaccanapoli.pl/,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options",N.A,4,484,4,4,4
506,Osteria degli Spiriti,"Via Cesare Battisti 4, 73100, Lecce Italy",+39 0832 246274,http://www.osteriadeglispiriti.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€30 - €50,4,1165,3.5,4,3.5
507,Vini da Pinto,"Sestiere San Polo 367 Dovete Leggere Sul Menù Vini Da Pinto.. Perché Siamo Due Piazza Attaccati, 30100 Venice Italy",+39 041 522 4599,http://www.ristorantevinidapinto.it/,N.A,N.A,N.A,3.5,859,4,4,3.5
508,"Venchi Cioccolato e Gelato, Bologna Via degli Orefici, Piazza Maggiore","Via Degli Orefici 23, 40124 Bologna Italy",+39 051 223332,http://it.venchi.com/stores/bologna-piazza-maggiore-italia,N.A,N.A,N.A,4,408,4,4,3.5
509,Vescovo Moro,"Via Pontida 3, 37123, Verona Italy",+39 045 803 5084,http://www.vescovomoro.it/,"Italian, Seafood, Mediterranean, Wine Bar","Vegetarian Friendly, Gluten Free Options",N.A,4.5,350,4.5,4.5,4
510,Butcher,"Via Leoncino 7A, 37121, Verona Italy",+39 045 468 2130,http://www.butcher-verona.com/?lang=en,"Steakhouse, Italian, Mediterranean, European",Gluten Free Options,N.A,4.5,298,4.5,4.5,4
511,Vini da Gigio,"Sestiere Cannaregio 3628/A, 30121 Venice Italy",+39 041 528 5140,http://www.vinidagigio.com/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Gluten Free Options",€55 - €75,4,908,4,4.5,3.5
512,Osteria dei Re,"Via Cavour 15/b, 06024, Gubbio Italy",+39 075 922 2504,http://www.osteriadeire.com/,"Italian, Mediterranean",Vegetarian Friendly,N.A,4,1772,4,4,4
513,Signorvino - Via Dante,"Via Dante 15, 20123 Milan Italy",+39 02 8909 5369,https://www.signorvino.com/it/wine-store.html?utm_source=listings&utm_medium=organic&utm_campaign=local&utm_term=B022&y_source=1_MTQ4Njg4MjYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,N.A,N.A,N.A,3.5,2268,3.5,3.5,3.5
514,Trattoria Rana,"Viano Di Tremezzo, 22016, Tremezzina Italy",+39 0344 40602,http://www.facebook.com/Trattoria-rana-632682276796686/,"Italian, Mediterranean, Lombard, Northern-Italian",Vegetarian Friendly,€13 - €25,4,441,4,4,4
515,Birreria Marconi,"Via di Santa Prassede 9c, 00184 Rome Italy",+39 06 474 5186,http://birreriamarconi.com/,"Italian, Bar, European, Pub, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€7 - €18,4,603,4.5,4,4
516,Kapperi,"Via Nazario Sauro 7, 25015, Desenzano Del Garda Italy",+39 030 999 1893,http://www.kapperi.eu/,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,1165,4,4,3.5
517,Bistrot Centrale,"Stazione Centrale di Milano - davanti ai binari Milano MI, 20124 Milan Italy",+39 02 6748 1995,https://www.facebook.com/media/set/?set=a.590811117603817.1073741832.374455239239407&type=3,N.A,N.A,N.A,3.5,968,3.5,4,3.5
518,Righetti Self Service,"Piazza del Duomo 3, 36100 Vicenza Italy",+39 0444 543135,http://www.selfrighetti.it/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,824,3.5,4,4.5
519,Ristopub Sud Est,"Corso Umberto I_, 14, 84019, Vietri sul Mare Italy",+39 089 761771,http://www.ristopubsudest.it/,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options",€10 - €30,4,785,4,4.5,4.5
520,TEN Restaurant Padova Signori,"Piazza Dei Signori 2, 35139, Padua Italy",+39 049 655680,https://tenrestaurants.com/ten-padova/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€25 - €50,3.5,778,3.5,3.5,3
521,Gourmetteria,"Via Degli Zabarella 23, 35121, Padua Italy",+39 049 659830,http://www.gourmetteria.com/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,1816,4,4,3.5
522,Signorvino - Duomo,"Angolo C.So Vitt. Emanuele Piazza Del Duomo, 20123 Milan Italy",+39 02 8909 2539,http://www.signorvino.com/it/negozi/milano/via_pattari_2/B002.html,"Italian, Bar, Mediterranean, Wine Bar",Vegetarian Friendly,€13 - €34,3.5,771,3.5,3.5,3.5
523,Osteria del Vecchio Fossato,"Via Antiche Mura 16, 25019 Sirmione Italy",+39 030 919331,http://www.osteriadelvecchiofossato.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,623,4,4.5,3.5
524,Due Palme,"Viale Leonardo da Vinci 5/33100, 33100 Udine Italy",+39 0432 481807,http://www.hotelduepalmeudine.com/,"Italian, Pizza, Seafood, Mediterranean, European, International",Gluten Free Options,N.A,4,912,4,4,4
525,Signorvino Firenze,"Via De Bardi 46/R, 50125, Florence Italy",+39 055 286258,https://www.signorvino.com/it/wine-store.html?utm_source=listings&utm_medium=organic&utm_campaign=local&utm_term=B009&y_source=1_MTQ4Njg4NzAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,N.A,N.A,N.A,4,1234,4,4,4
526,Bar Bra,"Via Degli Alpini 7, 37121, Verona Italy",+39 045 590672,N.A,"Italian, Bar, Cafe, Pub",Vegetarian Friendly,N.A,3.5,57,3.5,3.5,4
527,Antica Trattoria di Verona,"Avenida Playas 53 Near Barcarola, 35510 Puerto Del Carmen, Lanzarote Spain",+34 928 51 19 53,http://www.anticatrattoriadiverona.com/,N.A,N.A,N.A,4.5,1863,4.5,4.5,4.5
528,Osteria del Bugiardo,"Via Casette 19 S. Maria Di Negrar Loc. Santa Maria Di Negrar, 37024, Negrar di Valpolicella Italy",+39 045 468 2612,http://www.buglioni.it/,"Italian, Bar, Mediterranean, Wine Bar",N.A,N.A,3.5,373,4,4,3
529,La Stagione Del Gelato,"Via Guglielmo Oberdan 4/A, 37121, Verona Italy",+39 349 331 0604,N.A,N.A,N.A,N.A,4.5,55,4.5,4.5,4
530,Trattoria da Pino,"Via Jacopo Ruffini 15, 16038, Santa Margherita Ligure Italy",+39 0185 280755,N.A,"Italian, Seafood, Mediterranean, Ligurian, Northern-Italian",N.A,N.A,4,226,4,4,3.5
531,Porcellino Grasso Ristorante,"Ady Endre utca 19, Budapest 1024 Hungary",+36 1 886 7880,http://www.porcellino.hu/,"Italian, Pizza, European, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €25,4,266,4.5,4,4
532,Fucina - Lunch & Dinner,"Piazza Vittorio Veneto 15, 37012, Bussolengo Italy",+39 045 670 3344,http://www.ristorantefucina.it/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,940,4,4,4
533,Trattoria pizzeria al Senato,"Via Verona 55, 37068, Vigasio Italy",+39 045 669 9149,http://www.alsenatopizzeria.it/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",N.A,4,290,4,4.5,4
534,Trattoria Ai Colli Storici,"Str. Ossario, 2, 37066 Custoza Italy",+39 045 516014,N.A,"Italian, Mediterranean",Vegetarian Friendly,N.A,4,204,3.5,4,4
535,Alcova di Là,"Via Ponte Pietra 23, 37121, Verona Italy",+39 349 592 5653,N.A,"Italian, Bar, Cafe",Vegan Options,N.A,3,46,3,3.5,2.5
536,Dalla Rosa Alda,"Strada Giuseppe Garibaldi 4 Loc. San Giorgio di Valpolicella, 37015, SantAmbrogio di Valpolicella Italy",+39 045 770 1018,http://www.dallarosalda.it/,Italian,N.A,€44 - €64,4,263,4,4,3
537,Hana Restaurant,"Via Paolo Giovio 3 Angolo Corso Vercelli 37, 20144 Milan Italy",+39 02 4819 7213,http://www.hanarestaurant.it/,"Japanese, Seafood, Sushi, Asian, Fusion","Vegan Options, Gluten Free Options, Vegetarian Friendly",€30 - €50,4.5,1225,4.5,4.5,4
538,Capperi- Pizzaioli Italiani,"3 rue de la Cour des Aides, 33000, Bordeaux France",+33 5 56 90 93 05,http://www.capperi.fr/,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options",€8 - €14,4.5,541,4.5,5,4.5
539,Fine Foods,"218 Long Lane, London SE1 4QB England",+44 20 7403 7513,http://www.finefoodse1.co.uk/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,5,223,5,5,4.5
540,Osteria Il Governo 1801,"Loc. Rozzo, 18, 22025 Lezzeno Italy",+39 031 547 8129,http://www.osteriailgoverno.com/,"Italian, Mediterranean, European, Lombard, Northern-Italian",N.A,€19 - €75,4.5,183,5,5,4.5
541,Gelateria Flora,"Viale Rovereto 54, 38066, Riva Del Garda Italy",+39 0464 551671,http://www.gelateriaflora.com/,Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,2002,4.5,4.5,4.5
542,Ristorante Gardesana,"Piazza Domizio Calderini 5, 37010, Torri del Benaco Italy",+39 045 722 5411,http://www.gardesana.eu/,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€50 - €100,4.5,431,4.5,4.5,4.5
544,Pizzeria dal Mori,"Via Roma 2, 37066 Caselle di Sommacampagna Italy",+39 340 654 6125,http://www.canapinsa.it/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",N.A,5,211,5,5,4.5
545,Osteria Goto,"Piazza Ferdinando di Savoia 2, 37019, Peschiera del Garda Italy",+39 045 923 3014,http://www.facebook.com/Osteria-Goto-514942841891175/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,763,4.5,4.5,4
546,Il Cavallino,"Via Giuseppe Verdi 8, 37067, Valeggio Sul Mincio Italy",+39 045 237 0262,https://www.facebook.com/pages/Trattoria-Il-Cavallino-Valeggio-Sul-Mincio/469115329799856,"Italian, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options",N.A,4.5,733,4,4.5,4.5
547,Casa Italia,"Piazza Magenta 7, 37018, Malcesine Italy",+39 045 482 6017,http://casaitalia7.webnode.it/,N.A,N.A,N.A,4.5,640,4.5,4.5,4.5
548,Stafolet Steakhouse,"Via Poiano 9, 37016 Garda Italy",+39 045 725 6530,http://www.stafolet.com/,Italian,N.A,€5 - €30,4,408,4,4,3.5
549,Monna Lisa,"Calle La Calzada, Granada Nicaragua",(0)820-0474,http://www.facebook.com/pages/MonnaLisa-La-Calzada/194666040577989,"Italian, Pizza","Vegetarian Friendly, Vegan Options",€8 - €13,4.5,414,4.5,4.5,4.5
550,Canonbury Kitchen,"19 Canonbury Lane Islington, London N1 2AS England",+44 20 7226 9791,http://canonburykitchen.com/,Italian,"Vegetarian Friendly, Gluten Free Options",N.A,4.5,130,4.5,4.5,4
551,Vitaly,"137 Avoca St, Randwick, New South Wales 2031 Australia",+61 2 9398 5713,https://www.facebook.com/vitalyrandwick/,"Italian, Pizza",Vegetarian Friendly,N.A,4.5,37,4.5,4.5,4.5
552,Ristorante Agli Alboretti,"Dorsoduro 882 Rio Tera Antonio Foscarini, 30123 Venice Italy",+39 041 522 9937,http://www.aglialboretti.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options",€30 - €60,4.5,656,4.5,4.5,4
553,Trattoria Clementina,"Piazza Francesco Rovizzi 13, 25019 Sirmione Italy",+39 030 919 6663,https://www.facebook.com/Trattoria-Clementina-122625711138324,"Italian, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €34,4.5,1995,4.5,4.5,4.5
554,San Siro,"Oud Kerkhof 9, 3512 GH Utrecht The Netherlands",+31 30 232 1683,http://www.sansiro.nl/,N.A,N.A,N.A,4.5,370,4.5,4.5,4
555,Idea Pizza,"Via Ognissanti 14, 35129, Padua Italy",+39 049 807 5240,http://www.ideapizzapadova.com/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",N.A,4.5,262,4.5,4.5,4.5
556,133 Sushi Club,"Viale Guglielmo Marconi 133, 25015, Desenzano Del Garda Italy",+39 030 531 0377,http://www.133sushiclub.it/,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€25 - €80,4.5,862,4.5,4.5,3.5
557,Il Ceppo Sotobotega - Il Bistrot del Bacala,"Corso Andrea Palladio 196, 36100 Vicenza Italy",+39 0444 544414,http://www.gastronomiailceppo.com/,"Italian, Mediterranean, European, Deli, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options",€20 - €40,4.5,1629,4.5,4.5,4
558,Carbone,"Via Cal di Breda 33 Close to Provincia Parco dello Storga, 31100, Treviso Italy",+39 0422 420395,http://www.ristorantinocarbone.it/,"Italian, Steakhouse, Mediterranean, Barbecue",Gluten Free Options,€25 - €50,4.5,797,4.5,4.5,4.5
559,Ristorante Osteria San Rocco,"Via Lodovico de Balzani 2 Fraz. Sardagna, 38123 Sardagna, Trento Italy",+39 0461 983917,http://www.osteriasanrocco.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€20 - €50,4.5,453,4.5,4.5,4
560,Rocco e i Suoi Fratelli,"Vico Saline 5 Lungo Mare Vittorio Veneto, 16035, Rapallo Italy",+39 0185 694050,http://www.roccoeisuoifratelli.it/,N.A,N.A,N.A,4.5,2300,4.5,4.5,4
561,Trattoria S. Eufemia,"Via Rio Co 7, 48013, Brisighella Italy",+39 0546 88072,http://www.facebook.com/Trattoria-s-eufemia-350209191795119/,"Italian, Mediterranean, Barbecue","Vegetarian Friendly, Gluten Free Options",N.A,4.5,628,4.5,4.5,4.5
562,La Trattoria da Pietro,"Colo Colo 361, Esquina Urrutia Aldea Los Álamos - Galpón Grande, Pucon 4920000 Chile",+56 9 6310 6166,http://www.trattoriadapietropucon.com/,"Italian, Deli, Healthy, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,275,5,5,4.5
563,Taverna Santamaria,"Via Masuccio Salernitano 63, 84121 Salerno Italy",+39 089 226220,http://www.facebook.com/taverna.santamaria.3,"Italian, Seafood, Mediterranean","Vegan Options, Gluten Free Options, Vegetarian Friendly",€10 - €50,4.5,539,4.5,4.5,4
564,La Pizza di Egizio,"Via Bolzano 2/4AR, 16166, Genoa Italy",+39 010 372 5384,http://www.lapizzadiegizio.com/,"Italian, Pizza, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€14 - €35,4.5,1739,4,4.5,4
565,Osteria della Madonna,"Via Dei Liguri 28, 27100 Pavia Italy",+39 0382 302833,http://www.osteriadellamadonna.it/,"Italian, Mediterranean, European, Healthy, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€30 - €45,4.5,1640,4.5,4.5,4
566,Due Ladroni,"Piazza Nicosia 24, 00186 Rome Italy",+39 06 689 6299,http://www.dueladroni.com/,"Italian, Seafood, Mediterranean, European, Soups, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€4 - €30,4.5,795,4.5,4.5,3.5
567,Agriturismo Fattoria Cà di Sole,"Via Ca Dei Monti 33, 40048 San Benedetto Val di Sambro Italy",+39 331 751 5432,http://www.cadisole.it/,"Italian, Mediterranean, Emilian, Northern-Italian","Vegetarian Friendly, Gluten Free Options",€25 - €45,4.5,266,4.5,5,4.5
568,Ristorante Bakaro - Osteria & Co.,"Dorsoduro 3663 Campo Santa Margherita, 30123 Venice Italy",+39 041 639 9946,http://www.bakarovenezia.com/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €40,4.5,415,4.5,4.5,4
569,Pizzeria Tuscolo,"Kaiser-Karl-Ring 63, 53111 Bonn, North Rhine-Westphalia Germany",+49 228 7266192,http://tuscolo-frankenbad.de/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",€12 - €36,4,889,4,4,4
570,La Torinese 1888 - Al Voltone,"Piazza Re Enzo 1/C Voltone Del Podestà, 40125 Bologna Italy",+39 051 236743,http://www.latorinese1888.com/,"Italian, Mediterranean",Vegetarian Friendly,€15 - €60,4,668,4,4,4
571,Da Pino,"Via Don Giovanni Bosco 54, 31021, Mogliano Veneto Italy",+39 041 590 1776,https://www.facebook.com/Da-Pino-Mogliano-Vto-242445152308/,"Italian, Pizza, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options",€7 - €15,4,774,3.5,4,3.5
572,Ristorante Piatto,"23 Smallgate, Beccles NR34 9AD England",+44 1502 711711,http://www.pizzapiatto.moonfruit.com/home/4561844630,"Italian, Pizza",Vegetarian Friendly,€12 - €35,4,288,4.5,4.5,4.5
573,Ristorante Pizzeria Dal Baffo,"Corso Giacomo Matteotti 56, 16038, Santa Margherita Ligure Italy",+39 0185 288987,http://www.ristodalbaffo.com/,"Italian, Pizza, Seafood, Mediterranean, Ligurian, Northern-Italian",Vegetarian Friendly,N.A,4,398,4,4,4
574,Ristorante Imbarcadero,"Piazza Camillo Benso Conte di Cavour 20, 22100, Como Italy",+39 031 270166,http://www.ristoranteimbarcadero.it/,N.A,N.A,N.A,4,216,4,4,3.5
